Company,TypeName,Ram,Weight,Price,TouchScreen,Ips,Ppi,Cpu_brand,HDD,SSD,Gpu_brand,Os,storage_type,Second_Price,Inches,ScreenResolution,Cpu,Gpu,Memory,storage_capacity,log_price,GHz
Lenovo,Notebook,6,2.4,348.08,0,0,141.21199808219862,Intel Core i5,0,256,Nvidia,Windows,ssd,37029.6,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,Nvidia GeForce 920MX,256GB SSD,256,5.852432338412425,2.5
Dell,2 in 1 Convertible,16,1.22,951.08,1,0,276.053530085501,Intel Core i7,0,512,Intel,Windows,ssd,101178.72,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i7 7Y75 1.3GHz,Intel HD Graphics 615,512GB SSD,512,6.857598180984202,1.3
Dell,Ultrabook,8,1.5,983.12,1,0,209.80068286498081,Intel Core i7,0,256,Intel,Windows,ssd,104587.57439999998,14,Touchscreen 2560x1440,Intel Core i7 6600U 2.6GHz,Intel HD Graphics 520,256GB SSD,256,6.890731187976342,2.6
Dell,Gaming,32,4.42,1402.33,0,0,127.33567457123112,Intel Core i7,1000,256,Nvidia,Windows,both,149184,17.3,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,Nvidia GeForce GTX 1070,256GB SSD +  1TB HDD,1256,7.245890417928856,2.6
Toshiba,Notebook,8,1.95,590.98,0,0,157.3505121487356,Intel Core i5,0,256,Intel,Windows,ssd,62870.399999999994,14,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,256GB SSD,256,6.381782175885934,2.3
Asus,Gaming,16,2.73,1026.66,0,0,127.33567457123112,Intel Core i7,1000,256,Nvidia,Windows,both,109218.672,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1060,256GB SSD +  1TB HDD,1256,6.934066093771934,2.8
HP,Notebook,8,2.04,490.31,0,1,141.21199808219862,Intel Core i5,1000,128,Nvidia,Windows,both,52161.119999999995,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.70GHz,Nvidia GeForce 930MX,128GB SSD +  1TB HDD,1128,6.1950378441253156,2.7
Asus,2 in 1 Convertible,16,2.3,901,1,0,282.42399616439724,Intel Core i7,2000,512,Nvidia,Windows,both,95850.72,15.6,4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7500U 2.7GHz,Nvidia GeForce GTX 950M,512GB SSD +  2TB HDD,2512,6.803505257608338,2.7
HP,Notebook,6,2.04,289.98,0,0,100.45466986113652,Intel Core i7,1000,0,Intel,Windows,hdd,30849.12,15.6,1366x768,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 620,1TB HDD,1000,5.669811955085048,2.7
Asus,Gaming,16,2.99,875.96,0,0,127.33567457123112,Intel Core i7,1000,256,Nvidia,Windows,both,93186.72,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1050 Ti,256GB SSD +  1TB HDD,1256,6.77532042779339,2.8
Dell,2 in 1 Convertible,12,2.19,650.58,1,1,141.21199808219862,Intel Core i7,0,512,Intel,Windows,ssd,69210.72,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 620,512GB SSD,512,6.477864272712146,2.7
Toshiba,Notebook,4,1.2,598.49,0,0,165.6321180513006,Intel Core i5,0,128,Intel,Windows,ssd,63669.6,13.3,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,128GB SSD,128,6.394409816420679,2.3
Lenovo,Notebook,6,2.2,274.96,0,0,141.21199808219862,AMD Processor,0,256,AMD,Windows,ssd,29250.719999999998,15.6,Full HD 1920x1080,AMD A12-Series 9720P 3.6GHz,AMD Radeon 530,256GB SSD,256,5.616625632541578,3.6
Fujitsu,Notebook,4,2.3,325.04,0,0,100.45466986113652,Intel Core i5,0,256,Intel,Windows,ssd,34578.72,15.6,1366x768,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,256GB SSD,256,5.783948251679472,2.3
Toshiba,Notebook,4,1.75,458.26,0,0,111.93520355955212,Intel Core i5,500,0,Intel,Windows,hdd,48751.2,14,1366x768,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,500GB HDD,500,6.127436708631197,2.3
Dell,Notebook,4,2.25,300,0,0,100.45466986113652,Intel Core i5,500,0,AMD,Windows,hdd,31914.719999999998,15.6,1366x768,Intel Core i5 7200U 2.5GHz,AMD Radeon R5 M430,500GB HDD,500,5.703782474656201,2.5
HP,Notebook,8,2.04,403.67,0,0,141.21199808219862,Intel Core i5,1000,0,Intel,Windows,hdd,42943.68,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,1TB HDD,1000,6.000597712489204,2.5
Lenovo,Gaming,8,2.5,595.49,0,1,141.21199808219862,Intel Core i7,1000,128,Nvidia,Windows,both,63349.92,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1060,128GB SSD +  1TB HDD,1128,6.389384596043106,2.8
Dell,Notebook,8,2.36,375.12,0,0,100.45466986113652,Intel Core i7,1000,0,AMD,Windows,hdd,39906.72,15.6,1366x768,Intel Core i7 7500U 2.7GHz,AMD Radeon R7 M445,1TB HDD,1000,5.927245974781331,2.7
Dell,Notebook,8,1.6,560.43,0,0,157.3505121487356,Intel Core i5,0,128,Intel,Windows,ssd,59620.32,14,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620 ,128GB SSD,128,6.32870434622058,2.5
HP,Netbook,8,0.97,955.59,0,0,176.23257360658386,Other Intel Processor,0,512,Intel,Windows,ssd,101658.23999999999,12.5,Full HD 1920x1080,Intel Core M 6Y75 1.2GHz,Intel HD Graphics 515,512GB SSD,512,6.862328950767348,1.2
HP,Notebook,4,2.1,249.92,0,0,141.21199808219862,Intel Core i3,1000,128,AMD,Windows,both,26586.719999999998,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,AMD Radeon 520,128GB SSD +  1TB HDD,1128,5.521140866651321,2
Lenovo,Notebook,4,1.9,135.54,0,0,100.45466986113652,Other Intel Processor,0,128,Intel,Others,ssd,14418.633600000001,15.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,Intel HD Graphics 500,128GB SSD,128,4.909266799707967,1.1
Lenovo,Notebook,8,2.3,675.62,0,0,141.21199808219862,Intel Core i5,0,256,Intel,Windows,ssd,71874.72,15.6,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,256GB SSD,256,6.515630787811046,2.3
Dell,2 in 1 Convertible,8,1.68,445.24,1,0,165.6321180513006,Intel Core i5,0,256,Intel,Windows,ssd,47365.92,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,256GB SSD,256,6.098613462625025,2.5
Asus,Notebook,8,1.4,575.96,0,0,276.053530085501,Intel Core i5,0,256,Intel,Windows,ssd,61272,13.3,Quad HD+ 3200x1800,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,256GB SSD,256,6.35603821384007,2.5
HP,Ultrabook,8,1.11,675.62,1,1,165.6321180513006,Intel Core i7,0,256,Intel,Windows,ssd,71874.72,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 620,256GB SSD,256,6.515630787811046,2.7
Acer,Notebook,4,2.4,190.32,0,0,100.45466986113652,Other Intel Processor,500,0,Intel,Windows,hdd,20246.399999999998,15.6,1366x768,Intel Pentium Quad Core N4200 1.1GHz,Intel HD Graphics 505,500GB HDD,500,5.248706865994702,1.1
Asus,Gaming,16,2.5,901,0,0,141.21199808219862,Intel Core i7,1000,256,Nvidia,Windows,both,95850.72,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1050 Ti,256GB SSD +  1TB HDD,1256,6.803505257608338,2.8
HP,Ultrabook,8,1.48,1046.24,0,0,157.3505121487356,Intel Core i7,0,512,Intel,Windows,ssd,111301.92,14,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 620,512GB SSD,512,6.952958063812966,2.7
Acer,Gaming,8,2.7,631.05,0,1,141.21199808219862,Intel Core i7,1000,128,Nvidia,Windows,both,67132.8,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1050,128GB SSD +  1TB HDD,1128,6.44738509870464,2.8
HP,Notebook,8,1.34,595.49,0,1,165.6321180513006,Intel Core i5,0,256,Intel,Windows,ssd,63349.92,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,256GB SSD,256,6.389384596043106,2.5
Dell,Notebook,4,2.18,273.96,0,0,100.45466986113652,Intel Core i3,0,128,Intel,Windows,ssd,29144.16,15.6,1366x768,Intel Core i3 7100U 2.4GHz,Intel HD Graphics 620,128GB SSD,128,5.612982110329704,2.4
HP,Notebook,4,1.64,390.15,0,0,111.93520355955212,Intel Core i5,500,0,Intel,Windows,hdd,41505.119999999995,14,1366x768,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,500GB HDD,500,5.96653128056277,2.5
Toshiba,Notebook,4,1.2,598.49,0,0,165.6321180513006,Intel Core i5,0,128,Intel,Windows,ssd,63669.6,13.3,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,128GB SSD,128,6.394409816420679,2.3
HP,Notebook,4,1.48,550.91,0,0,111.93520355955212,Intel Core i5,0,256,Intel,Windows,ssd,58607.46719999999,14,1366x768,Intel Core i5 6300U 2.4GHz,Intel HD Graphics 520,256GB SSD,256,6.311571456428645,2.4
HP,Notebook,4,1.95,603.5,0,0,157.3505121487356,Intel Core i5,0,256,Intel,Windows,ssd,64202.399999999994,14,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,256GB SSD,256,6.402746040537586,2.5
HP,Ultrabook,8,1.43,725.71,0,0,157.3505121487356,Intel Core i7,0,256,Intel,Windows,ssd,77202.72,14,Full HD 1920x1080,Intel Core i7 6600U 2.6GHz,Intel HD Graphics 520,256GB SSD,256,6.587150485987966,2.6
HP,Notebook,8,1.64,525.5,0,0,157.3505121487356,Intel Core i5,0,256,Nvidia,Windows,ssd,55904.5728,14,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,Nvidia GeForce 930MX,256GB SSD,256,6.264350190317006,2.5
HP,Notebook,4,1.64,342.57,0,0,111.93520355955212,Intel Core i3,500,0,Intel,Windows,hdd,36443.52,14,1366x768,Intel Core i3 7100U 2.4GHz,Intel HD Graphics 620,500GB HDD,500,5.836476016381666,2.4
HP,Ultrabook,4,1.26,770.78,0,0,176.23257360658386,Intel Core i5,500,0,Intel,Windows,hdd,81997.92,12.5,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,500GB HDD,500,6.647402989135599,2.5
HP,Notebook,4,1.48,796.32,0,0,157.3505121487356,Intel Core i5,0,256,Intel,Windows,ssd,84715.2,14,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,256GB SSD,256,6.680001115110244,2.5
HP,Ultrabook,8,1.54,945.18,0,0,157.3505121487356,Intel Core i7,0,256,Intel,Windows,ssd,100550.5488,14,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,Intel HD Graphics 520,256GB SSD,256,6.851375385545933,2.5
HP,Notebook,4,1.49,400.67,0,0,117.82653006268644,Intel Core i3,500,0,Intel,Windows,hdd,42624,13.3,1366x768,Intel Core i3 7100U 2.4GHz,Intel HD Graphics 620,500GB HDD,500,5.993138145859991,2.4
Toshiba,Notebook,8,1.5,606.01,0,0,117.82653006268644,Intel Core i5,0,256,Intel,Windows,ssd,64468.799999999996,13.3,1366x768,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,256GB SSD,256,6.406896487583329,2.3
HP,Notebook,4,2.04,385.64,0,0,100.45466986113652,Intel Core i3,0,256,Intel,Windows,ssd,41025.0672,15.6,1366x768,Intel Core i3 7100U 2.4GHz,Intel HD Graphics 620,256GB SSD,256,5.954904291796179,2.4
Lenovo,Notebook,16,2.4,1486.47,0,1,254.67134914246225,Intel Core i7,0,512,Nvidia,Windows,ssd,158135.04,17.3,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 6820HQ 2.7GHz,Nvidia Quadro 3000M,512GB SSD,512,7.304159460599788,2.7
Toshiba,Notebook,8,1.47,746.24,0,1,157.3505121487356,Intel Core i5,0,256,Intel,Windows,ssd,79387.2,14,IPS Panel Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,256GB SSD,256,6.615047264282018,2.3
HP,Notebook,8,1.43,1116.35,0,0,157.3505121487356,Intel Core i7,0,256,Intel,Windows,ssd,118761.12,14,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,Intel HD Graphics 520,256GB SSD,256,7.017819713844446,2.5
Dell,2 in 1 Convertible,4,2.08,398.66,1,1,141.21199808219862,Intel Core i3,1000,0,Intel,Windows,hdd,42410.3472,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i3 6100U 2.3GHz,Intel HD Graphics 520,1TB HDD,1000,5.98810892329462,2.3
Toshiba,Ultrabook,8,1.2,796.32,0,0,165.6321180513006,Intel Core i5,0,256,Intel,Windows,ssd,84715.2,13.3,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,256GB SSD,256,6.680001115110244,2.3
HP,Notebook,8,1.11,575.46,0,1,165.6321180513006,Intel Core i5,0,256,Intel,Windows,ssd,61218.72,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,256GB SSD,256,6.355169720967915,2.5
HP,Notebook,8,1.64,593.7,0,0,157.3505121487356,Intel Core i7,0,256,Nvidia,Windows,ssd,63159.7104,14,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,Nvidia GeForce 930MX,256GB SSD,256,6.3863741412766295,2.7
Dell,Notebook,8,2.09,524.09,0,0,141.21199808219862,Intel Core i5,500,0,Intel,Windows,hdd,55754.3232,15.6,Full HD 1920x1080,Intel Core i5 6300U 2.4GHz,Intel HD Graphics 520,500GB HDD,500,6.2616634252979075,2.4
HP,Ultrabook,4,1.26,780.8,0,0,125.36742798669836,Intel Core i5,0,256,Intel,Windows,ssd,83063.52,12.5,1366x768,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,256GB SSD,256,6.660319035098882,2.5
HP,Notebook,4,2.31,595.49,0,0,111.93520355955212,Intel Core i5,500,0,Intel,Windows,hdd,63349.92,14,1366x768,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,500GB HDD,500,6.389384596043106,2.5
HP,Notebook,4,1.95,530.88,0,0,111.93520355955212,Intel Core i5,500,0,Intel,Windows,hdd,56476.799999999996,14,1366x768,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,500GB HDD,500,6.274536007002079,2.5
Dell,Ultrabook,8,1.29,813.35,1,0,276.053530085501,Intel Core i5,0,256,Intel,Windows,ssd,86526.72,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,256GB SSD,256,6.7011615212124624,2.5
HP,Notebook,8,2.63,540.9,0,0,127.33567457123112,Intel Core i5,0,256,Nvidia,Windows,ssd,57542.4,17.3,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,Nvidia GeForce 930MX,256GB SSD,256,6.293234418877382,2.5
HP,Notebook,4,1.64,487.31,0,0,111.93520355955212,Intel Core i5,0,256,Intel,Windows,ssd,51841.439999999995,14,1366x768,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,256GB SSD,256,6.1889004708783855,2.5
Acer,Notebook,6,2.1,204.84,0,0,100.45466986113652,AMD Processor,1000,0,AMD,Windows,hdd,21791.52,15.6,1366x768,AMD A9-Series 9420 3GHz,AMD Radeon R5,1TB HDD,1000,5.32222918659435,3
MSI,Gaming,8,2.7,596.89,0,0,127.33567457123112,Intel Core i7,1000,128,Nvidia,Windows,both,63499.10399999999,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1050,128GB SSD +  1TB HDD,1128,6.391732841809271,2.8
HP,Notebook,8,1.95,598.49,0,0,157.3505121487356,Intel Core i5,0,256,Intel,Windows,ssd,63669.6,14,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,256GB SSD,256,6.394409816420679,2.3
HP,Notebook,8,1.84,615.52,0,0,141.21199808219862,Intel Core i7,0,256,Intel,Windows,ssd,65480.587199999994,15.6,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,Intel HD Graphics 520,256GB SSD,256,6.422467439003985,2.5
HP,Ultrabook,8,1.26,675.62,0,0,176.23257360658386,Intel Core i7,0,256,Intel,Windows,ssd,71874.72,12.5,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,Intel HD Graphics 520,256GB SSD,256,6.515630787811046,2.5
HP,Notebook,4,2.04,371.62,0,0,100.45466986113652,Intel Core i5,500,0,Intel,Windows,hdd,39533.76,15.6,1366x768,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,500GB HDD,500,5.917871826804609,2.5
Toshiba,Ultrabook,8,1.47,863.94,0,1,157.3505121487356,Intel Core i7,0,256,Intel,Windows,ssd,91908,14,IPS Panel Full HD 1920x1080,Intel Core i7 6600U 2.6GHz,Intel HD Graphics 520,256GB SSD,256,6.761503321948235,2.6
Dell,Notebook,8,2.09,532.36,0,0,141.21199808219862,Intel Core i5,0,256,Intel,Windows,ssd,56633.976,15.6,Full HD 1920x1080,Intel Core i5 6300U 2.4GHz,Intel HD Graphics 520,256GB SSD,256,6.277319952218355,2.4
HP,Notebook,8,1.64,506.1,0,0,157.3505121487356,Intel Core i5,0,256,Intel,Windows,ssd,53839.9728,14,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,256GB SSD,256,6.226734278220032,2.5
Lenovo,2 in 1 Convertible,4,1.8,424.2,1,1,141.21199808219862,Intel Core i7,0,256,Intel,Windows,ssd,45128.159999999996,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 6500U 2.5GHz,Intel HD Graphics 520,256GB SSD,256,6.050205042130582,2.5
Toshiba,Notebook,16,2.4,713.69,0,1,141.21199808219862,Intel Core i7,0,256,Nvidia,Windows,ssd,75924,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,Nvidia GeForce 930M,256GB SSD,256,6.570448694389438,2.5
Lenovo,Notebook,8,2.3,525.67,0,0,141.21199808219862,Intel Core i5,0,256,Intel,Windows,ssd,55922.687999999995,15.6,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,256GB SSD,256,6.2646736394289135,2.3
HP,Notebook,4,1.54,500.83,0,0,157.3505121487356,Intel Core i5,500,0,Intel,Windows,hdd,53280,14,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,500GB HDD,500,6.216266722145061,2.3
HP,Notebook,8,1.84,1053.42,0,0,141.21199808219862,Intel Core i5,500,256,Intel,Windows,both,112065.9552,15.6,Full HD 1920x1080,Intel Core i5 6300U 2.4GHz,Intel HD Graphics 520,256GB SSD +  500GB HDD,756,6.9597972930091725,2.4
HP,Notebook,8,1.43,735.72,0,0,157.3505121487356,Intel Core i5,0,256,Intel,Windows,ssd,78268.31999999999,14,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,256GB SSD,256,6.600849611562597,2.3
MSI,Gaming,16,3.78,774.11,0,1,127.33567457123112,Intel Core i7,1000,256,Nvidia,Windows,both,82351.6992,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6820HK 2.7GHz,Nvidia GeForce GTX 980M,256GB SSD +  1TB HDD,1256,6.651713982354847,2.7
Lenovo,Gaming,16,4.6,1146.9,0,1,127.33567457123112,Intel Core i7,1000,128,Nvidia,Windows,both,122010.66719999998,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,Nvidia GeForce GTX 980M,128GB SSD +  1TB HDD,1128,7.044817929370477,2.6
Lenovo,Notebook,16,1.1,1312.18,0,1,209.80068286498081,Intel Core i7,0,256,Intel,Windows,ssd,139593.6,14,IPS Panel 2560x1440,Intel Core i7 6600U 2.6GHz,Intel HD Graphics 520,256GB SSD,256,7.179445155215595,2.6
HP,Notebook,8,1.91,490.31,0,1,141.21199808219862,Intel Core i7,1000,0,Nvidia,Windows,hdd,52161.119999999995,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,Nvidia GeForce 940MX,1TB HDD,1000,6.1950378441253156,2.7
Dell,2 in 1 Convertible,8,2.3,547.91,1,1,141.21199808219862,Intel Core i5,0,256,Intel,Windows,ssd,58288.32,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.7GHz,Intel HD Graphics 620,256GB SSD,256,6.306111039883563,2.7
HP,Notebook,4,2.04,490.31,0,0,100.45466986113652,Intel Core i5,0,256,Intel,Windows,ssd,52161.119999999995,15.6,1366x768,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,256GB SSD,256,6.1950378441253156,2.5
Dell,Ultrabook,16,1.2,1128.88,1,0,276.053530085501,Intel Core i7,0,1000,Intel,Windows,ssd,120093.12,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 620,1TB SSD,1000,7.028981269749505,2.7
HP,Notebook,4,2.31,353.16,0,0,100.45466986113652,Intel Core i3,500,0,Intel,Windows,hdd,37570.392,15.6,1366x768,Intel Core i3 6100U 2.3GHz,Intel HD Graphics 520,500GB HDD,500,5.866921212033382,2.3
HP,Notebook,4,1.96,249.92,0,0,100.45466986113652,Intel Core i5,500,0,Intel,Others,hdd,26586.719999999998,15.6,1366x768,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,500GB HDD,500,5.521140866651321,2.5
Acer,Notebook,8,2.4,224.87,0,0,100.45466986113652,AMD Processor,1000,0,AMD,Windows,hdd,23922.719999999998,15.6,1366x768,AMD A8-Series 7410 2.2GHz,AMD Radeon R5,1TB HDD,1000,5.415522457448741,2.2
Dell,2 in 1 Convertible,12,1.6,650.58,1,1,165.6321180513006,Intel Core i7,0,256,Intel,Windows,ssd,69210.72,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 620,256GB SSD,256,6.477864272712146,2.7
MSI,Gaming,16,2.94,911.01,0,0,141.21199808219862,Intel Core i7,1000,256,Nvidia,Windows,both,96916.31999999999,15.6,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,Nvidia GeForce GTX 1060,256GB SSD +  1TB HDD,1256,6.81455387414812,2.6
HP,Notebook,8,2.04,535.89,0,0,141.21199808219862,Intel Core i7,0,256,Intel,Windows,ssd,57009.6,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 620,256GB SSD,256,6.283928916128903,2.7
Asus,Gaming,16,4,499.83,0,1,127.33567457123112,Intel Core i7,1000,0,Nvidia,Others,hdd,53173.439999999995,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,Nvidia GeForce GTX 965M,1TB HDD,1000,6.214268040609087,2.6
Dell,Notebook,4,2.25,279.97,0,0,141.21199808219862,Intel Core i5,1000,0,Intel,Windows,hdd,29783.52,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,Intel HD Graphics,1TB HDD,1000,5.634682454571901,2.5
Dell,Notebook,16,2.32,495.82,0,0,141.21199808219862,Intel Core i7,2000,0,AMD,Windows,hdd,52746.667199999996,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,AMD Radeon R7 M445,2TB HDD,2000,6.206212957633809,2.7
MSI,Gaming,16,1.8,966.1,0,0,141.21199808219862,Intel Core i7,1000,256,Nvidia,Windows,both,102777.12,15.6,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,Nvidia GeForce GTX 1060,256GB SSD +  1TB HDD,1256,6.873267348523464,2.6
Dell,Ultrabook,8,1.29,730.21,0,0,165.6321180513006,Intel Core i7,0,256,Intel,Windows,ssd,77682.23999999999,13.3,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 620,256GB SSD,256,6.593332164005878,2.7
Asus,Gaming,64,3.58,1990.81,0,1,127.33567457123112,Intel Core i7,0,1000,Nvidia,Windows,ssd,211788,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6820HK 2.7GHz,Nvidia GeForce GTX 980 ,1TB SSD,1000,7.596296870078072,2.7
Dell,2 in 1 Convertible,8,1.62,399.67,1,0,165.6321180513006,Intel Core i7,0,256,Intel,Windows,ssd,42517.972799999996,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 6500U 2.5GHz,Intel HD Graphics 520,256GB SSD,256,5.990639206608194,2.5
Dell,Gaming,16,3.21,665.61,0,0,282.42399616439724,Intel Core i7,1000,256,Nvidia,Windows,both,70809.12,15.6,4K Ultra HD 3840x2160,Intel Core i7 6700HQ 2.6GHz,Nvidia GeForce GTX 970M,256GB SSD +  1TB HDD,1256,6.5007039134326,2.6
Dell,Notebook,4,2.06,241.39,0,0,100.45466986113652,Intel Core i3,500,0,Intel,Windows,hdd,25679.8944,15.6,1366x768,Intel Core i3 6100U 2.3GHz,Intel HD Graphics 520,500GB HDD,500,5.486413882784679,2.3
HP,Notebook,4,2.31,600.5,0,0,100.45466986113652,Intel Core i5,500,0,Intel,Windows,hdd,63882.72,15.6,1366x768,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,500GB HDD,500,6.397762641520038,2.3
HP,Ultrabook,8,1.26,600.5,0,0,176.23257360658386,Intel Core i5,0,256,Intel,Windows,ssd,63882.72,12.5,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,256GB SSD,256,6.397762641520038,2.3
HP,Notebook,8,1.49,545.91,0,0,165.6321180513006,Intel Core i7,0,256,Intel,Windows,ssd,58075.2,13.3,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 620,256GB SSD,256,6.302454126993261,2.7
Lenovo,Ultrabook,8,1.3,858.17,1,1,176.23257360658386,Intel Core i7,0,256,Intel,Windows,ssd,91294.7472,12.5,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 6500U 2.5GHz,Intel HD Graphics 520,256GB SSD,256,6.754802215059912,2.5
Lenovo,Notebook,8,3,330.05,0,0,106.11306214269258,Intel Core i5,1000,0,AMD,Windows,hdd,35111.52,17.3,1600x900,Intel Core i5 6200U 2.3GHz,AMD Radeon R5 M330,1.0TB HDD,1000,5.79924415813478,2.3
Lenovo,Notebook,4,2.3,489.31,0,1,141.21199808219862,Intel Core i5,1000,0,Nvidia,Windows,hdd,52054.56,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 6300HQ 2.3GHz,Nvidia GeForce GTX 950M,1TB HDD,1000,6.192996235445731,2.3
MSI,Gaming,16,3.78,1251.58,0,0,127.33567457123112,Intel Core i7,1000,256,Nvidia,Windows,both,133146.72,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1070,256GB SSD +  1TB HDD,1256,7.132162032120871,2.8
Lenovo,Notebook,4,2.1,270.45,0,0,100.45466986113652,Intel Core i5,500,0,Intel,Windows,hdd,28771.2,15.6,1366x768,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,500GB HDD,500,5.600087238317436,2.3
